motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,motor_7,motor_8,motor_9,motor_10,direction,depth_image,label
0.0772,-0.006096,0.003647,0.3823,-0.03323,0.1697,-0.01302,-0.2277,-0.010124,-0.3496,straight,depth_image_36258.jpg,4
-0.2273,0.303,-0.1768,-0.4504,0.1493,-0.502,0.2427,0.2291,-0.04227,0.603,sidewinding_right,depth_image_31192.jpg,3
0.1501,-0.389,-0.1936,-0.4453,0.05176,0.3196,0.09576,0.5815,0.0802,-0.07,sidewinding_left,depth_image_245759.jpg,2
0.006645,0.01061,0.00936,0.1598,0.00695,0.03238,0.01061,-0.003098,0.005547,-0.1877,straight,depth_image_103646.jpg,4
0.5923,0.1234,-0.677,0.00364,0.3445,-0.1284,0.1998,0.1742,-0.621,-0.11273,rectilinear_forward,depth_image_87853.jpg,1
-0.1875,0.1234,-0.3555,-0.1744,0.6797,0.11816,-0.5854,0.01091,0.1307,-0.1333,rectilinear_backward,depth_image_218061.jpg,0
-0.004013,0.00756,-0.00683,-0.0527,-0.005913,0.01,-0.001968,0.0668,0.00762,4.58e-05,straight,depth_image_15372.jpg,4
0.257,0.1148,0.008736,0.6104,-0.2532,0.1545,-0.1205,-0.5425,0.2001,-0.3938,sidewinding_right,depth_image_67420.jpg,3
-0.01,0.2037,0.0056,0.2744,-0.01095,-0.0012665,-0.007164,-0.3691,0.02649,-0.010155,straight,depth_image_112367.jpg,4
-0.6978,0.1234,0.4958,0.00364,0.01132,-0.1284,-0.5117,0.1742,0.697,-0.11273,rectilinear_forward,depth_image_222911.jpg,1
-0.2578,-0.10547,-0.10095,0.5635,0.2134,0.354,0.1951,-0.4075,-0.1273,-0.5337,sidewinding_left,depth_image_94856.jpg,2
0.4578,0.1273,-0.3914,-0.1678,-0.132,0.1279,0.4656,0.001083,-0.4575,-0.1415,rectilinear_backward,depth_image_214191.jpg,0
-0.224,0.1234,-0.322,-0.1744,0.67,0.11816,-0.6055,0.01091,0.1682,-0.1333,rectilinear_backward,depth_image_218060.jpg,0
-0.0717,0.3726,-0.1376,-0.1823,-0.00976,-0.495,0.166,0.00628,-0.00261,0.5024,straight,depth_image_75270.jpg,4
-0.07495,-0.303,-0.213,0.3665,-0.1882,0.298,0.2544,-0.1029,0.01944,-0.541,sidewinding_left,depth_image_15248.jpg,2
0.1974,-0.4011,0.2113,0.3608,-0.1042,0.5605,-0.2573,-0.1135,-0.00928,-0.6104,sidewinding_right,depth_image_75771.jpg,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_232187.jpg,4
-0.655,0.1234,0.628,0.00364,-0.2148,-0.1284,-0.3308,0.1742,0.673,-0.11273,rectilinear_forward,depth_image_212458.jpg,1
-0.6963,0.1234,0.518,-0.1744,-0.02103,0.11816,-0.489,0.01091,0.698,-0.1333,rectilinear_backward,depth_image_218609.jpg,0
-0.1503,0.1234,-0.388,-0.1744,0.6875,0.11816,-0.564,0.01091,0.093,-0.1333,rectilinear_backward,depth_image_214632.jpg,0
-0.559,0.1234,0.689,-0.1744,-0.3948,0.11816,-0.1425,0.01091,0.592,-0.1333,rectilinear_backward,depth_image_218484.jpg,0
0.267,0.0487,0.0781,0.2269,-0.233,-0.0323,-0.1797,-0.0495,0.1508,-0.166,sidewinding_left,depth_image_9036.jpg,2
0.2283,-0.299,-0.07465,-0.5854,-0.2612,0.04077,-0.0406,0.6035,0.2433,0.2255,sidewinding_left,depth_image_117368.jpg,2
0.2494,0.1234,-0.643,0.00364,0.641,-0.1284,-0.2444,0.1742,-0.3027,-0.11273,rectilinear_forward,depth_image_51832.jpg,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_226938.jpg,4
0.4087,0.1234,-0.6914,-0.1744,0.5483,0.11816,-0.0678,0.01091,-0.4546,-0.1333,rectilinear_backward,depth_image_218192.jpg,0
-0.00817,0.2006,-0.001053,0.2175,-0.00683,-0.009605,-0.000534,-0.329,0.0045,0.001228,straight,depth_image_57981.jpg,4
0.003311,-0.2366,-0.00701,-0.002975,-0.003098,0.133,0.003586,0.09265,-0.00511,0.003036,straight,depth_image_53470.jpg,4
-0.2612,0.04163,-0.04022,0.6035,0.2434,0.2247,0.1476,-0.5044,-0.1783,-0.4473,sidewinding_left,depth_image_193440.jpg,2
0.264,0.1234,-0.649,0.00364,0.635,-0.1284,-0.2296,0.1742,-0.317,-0.11273,rectilinear_forward,depth_image_46472.jpg,1
-0.3164,0.2404,0.1484,-0.37,-0.1708,-0.46,-0.2235,0.2915,0.3066,0.26,sidewinding_left,depth_image_5923.jpg,2
-0.2029,0.386,-0.206,-0.3767,0.112,-0.5522,0.2556,0.133,0.000727,0.611,sidewinding_right,depth_image_75852.jpg,3
-0.229,0.2961,0.07324,0.5864,0.2612,-0.0373,0.04205,-0.603,-0.2428,-0.2288,sidewinding_left,depth_image_196371.jpg,2
-0.5815,0.1234,0.681,0.00364,-0.3616,-0.1284,-0.1807,0.1742,0.612,-0.11273,rectilinear_forward,depth_image_141677.jpg,1
0.58,0.1234,-0.1212,-0.1744,-0.4124,0.11816,0.692,0.01091,-0.546,-0.1333,rectilinear_backward,depth_image_218220.jpg,0
0.0627,-0.5933,-0.2341,-0.2734,-0.1659,0.4724,0.1609,0.482,0.2369,-0.2598,sidewinding_left,depth_image_216308.jpg,2
0.03378,0.616,-0.06476,0.1953,-0.1815,-0.5137,0.1946,-0.3376,0.216,0.3352,sidewinding_right,depth_image_243850.jpg,3
-0.521,0.1234,0.02533,-0.1744,0.486,0.11816,-0.698,0.01091,0.4805,-0.1333,rectilinear_backward,depth_image_218509.jpg,0
-0.2744,0.1234,0.6533,0.00364,-0.63,-0.1284,0.2189,0.1742,0.327,-0.11273,rectilinear_forward,depth_image_220869.jpg,1
0.2576,0.1089,0.10236,-0.562,-0.2124,-0.357,-0.196,0.4048,0.126,0.5356,sidewinding_left,depth_image_98744.jpg,2
-0.00689,-0.004562,-0.1692,0.00364,0.4717,-0.000412,-0.3525,0.003708,-0.007744,-0.006096,straight,depth_image_50727.jpg,4
0.3066,0.1234,-0.665,0.00364,0.614,-0.1284,-0.1848,0.1742,-0.358,-0.11273,rectilinear_forward,depth_image_168661.jpg,1
0.1848,0.1234,0.358,-0.1744,-0.68,0.11816,0.584,0.01091,-0.1282,-0.1333,rectilinear_backward,depth_image_217660.jpg,0
0.4468,0.1234,0.078,-0.1744,-0.5547,0.11816,0.69,0.01091,-0.4004,-0.1333,rectilinear_backward,depth_image_214566.jpg,0
0.6973,0.1234,-0.4546,0.00364,-0.0678,-0.1284,0.5483,0.1742,-0.6914,-0.11273,rectilinear_forward,depth_image_52955.jpg,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_219355.jpg,4
0.2214,0.1234,0.3245,-0.1744,-0.671,0.11816,0.604,0.01091,-0.1655,-0.1333,rectilinear_backward,depth_image_217659.jpg,0
0.245,0.1301,0.1439,-0.4243,-0.1815,-0.3542,-0.224,0.2305,0.0827,0.4937,sidewinding_right,depth_image_203515.jpg,3
0.203,0.38,0.0654,-0.3809,0.1182,-0.535,-0.26,0.153,0.01578,0.464,sidewinding_left,depth_image_227950.jpg,2
-0.1602,0.4832,0.1666,0.471,0.2336,-0.2754,-0.0636,-0.593,-0.2617,0.01401,sidewinding_left,depth_image_178023.jpg,2
-0.241,-0.2391,0.0468,-0.601,0.2615,-0.02603,0.0686,0.5894,-0.2313,0.2861,sidewinding_right,depth_image_50912.jpg,3
-0.687,0.1234,0.5654,0.00364,-0.0962,-0.1284,-0.4324,0.1742,0.695,-0.11273,rectilinear_forward,depth_image_153714.jpg,1
-0.2372,0.01675,-0.2583,-0.252,0.4385,-0.2773,-0.1909,0.4312,-0.1616,0.1432,sidewinding_right,depth_image_31149.jpg,3
-0.2109,0.3618,-0.1978,-0.4001,0.12366,-0.5386,0.2524,0.1626,-0.01231,0.6104,sidewinding_right,depth_image_246343.jpg,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_182866.jpg,4
0.00862,0.1234,-0.51,-0.1744,0.6973,0.11816,-0.4553,0.01091,-0.0668,-0.1333,rectilinear_backward,depth_image_217837.jpg,0
-0.051,0.599,-0.2617,0.01613,-0.06445,-0.5923,0.2333,-0.2773,0.1674,0.4697,sidewinding_right,depth_image_128290.jpg,3
0.1711,0.4287,-0.133,0.5,-0.2345,-0.2036,0.02481,-0.5947,0.25,-0.0421,straight,depth_image_112346.jpg,4
0.396,0.1234,0.1409,0.00364,-0.591,-0.1284,0.6772,0.1742,-0.3467,-0.11273,rectilinear_forward,depth_image_141706.jpg,1
0.6177,0.1234,-0.1931,0.00364,-0.3506,-0.1284,0.678,0.1742,-0.589,-0.11273,rectilinear_forward,depth_image_107732.jpg,1
0.01009,-0.004562,0.00973,0.1951,0.01,0.0423,-0.00997,-0.01755,0.00829,-0.2191,straight,depth_image_125071.jpg,4
0.2083,-0.3704,0.2007,0.392,-0.1197,0.5435,-0.2534,-0.1525,0.00783,-0.6104,sidewinding_right,depth_image_174966.jpg,3
-0.259,0.08826,-0.02026,0.609,0.25,0.1804,0.1306,-0.5293,-0.1925,-0.414,sidewinding_left,depth_image_214076.jpg,2
0.6606,0.1234,-0.2952,-0.1744,-0.2524,0.11816,0.6445,0.01091,-0.6396,-0.1333,rectilinear_backward,depth_image_214556.jpg,0
0.6006,0.1234,-0.673,0.00364,0.3308,-0.1284,0.2148,0.1742,-0.628,-0.11273,rectilinear_forward,depth_image_92363.jpg,1
-0.01895,-0.4749,-0.252,0.06757,-0.02017,0.47,0.2418,0.1954,-0.01107,-0.5195,sidewinding_left,depth_image_1569.jpg,2
0.4382,0.1174,-0.4382,0.01066,0.4382,-0.1387,-0.03198,0.1812,-0.4382,-0.1174,rectilinear_forward,depth_image_51118.jpg,1
0.2123,0.1234,-0.627,-0.1744,0.656,0.11816,-0.2808,0.01091,-0.2668,-0.1333,rectilinear_backward,depth_image_217957.jpg,0
-0.224,0.1234,0.6323,0.00364,-0.6514,-0.1284,0.2693,0.1742,0.2783,-0.11273,rectilinear_forward,depth_image_241338.jpg,1
-0.2421,0.2327,0.04385,0.602,0.2615,0.03302,0.0715,-0.588,-0.2299,-0.2922,sidewinding_left,depth_image_196374.jpg,2
-0.617,0.1234,0.1917,-0.1744,0.3518,0.11816,-0.6787,0.01091,0.588,-0.1333,rectilinear_backward,depth_image_218390.jpg,0
0.01034,-0.004562,-0.2129,0.00364,0.3174,-0.000412,-0.004807,0.003708,-0.003464,-0.006096,straight,depth_image_126925.jpg,4
-0.2617,-0.012215,-0.06287,0.593,0.234,0.274,0.1661,-0.4722,-0.1608,-0.4822,sidewinding_left,depth_image_178211.jpg,2
0.006767,0.1581,-0.00438,-0.067,0.004807,-0.3042,0.006584,0.006462,0.00861,0.3398,straight,depth_image_96005.jpg,4
0.2281,0.1234,-0.6343,0.00364,0.65,-0.1284,-0.2654,0.1742,-0.2822,-0.11273,rectilinear_forward,depth_image_54328.jpg,1
-0.337,0.1234,-0.2081,-0.1744,0.625,0.11816,-0.657,0.01091,0.2847,-0.1333,rectilinear_backward,depth_image_217140.jpg,0
0.00383,-0.0005035,0.0004272,0.2438,0.00585,-0.00793,-0.00383,-0.1637,-0.0001984,-0.0532,straight,depth_image_31874.jpg,4
0.698,0.1234,-0.4836,-0.1744,-0.02856,0.11816,0.523,0.01091,-0.696,-0.1333,rectilinear_backward,depth_image_214550.jpg,0
-0.01122,0.288,-0.2573,0.1307,-0.10254,-0.3042,0.2124,-0.2927,0.1962,0.297,sidewinding_right,depth_image_31612.jpg,3
0.177,0.4336,0.222,-0.3271,-0.1578,-0.5674,-0.2043,0.0783,-0.03647,0.389,sidewinding_left,depth_image_16484.jpg,2
-0.166,-0.4749,-0.2424,0.259,0.0658,0.5986,0.1874,0.003708,0.05942,-0.6055,sidewinding_left,depth_image_219174.jpg,2
0.1586,0.486,0.2382,-0.254,-0.05356,-0.598,-0.2617,-0.01,-0.06192,0.5938,sidewinding_left,depth_image_245832.jpg,2
0.1401,-0.496,0.2495,0.2378,-0.03696,0.5557,-0.2705,0.04633,-0.0659,-0.584,sidewinding_right,depth_image_39136.jpg,3
0.10156,0.1234,-0.569,0.00364,0.686,-0.1284,-0.3809,0.1742,-0.1587,-0.11273,rectilinear_forward,depth_image_166260.jpg,1
0.001755,-0.002853,0.000595,-0.3164,0.0056,-0.00909,-0.0089,0.289,4.58e-05,0.02997,straight,depth_image_98921.jpg,4
0.697,0.1234,-0.5146,0.00364,0.01564,-0.1284,0.493,0.1742,-0.698,-0.11273,rectilinear_forward,depth_image_191792.jpg,1
-0.2727,0.2617,-0.1743,-0.135,0.4404,-0.2666,-0.542,0.2487,0.2247,0.02588,sidewinding_right,depth_image_109513.jpg,3
0.5674,0.1234,-0.6865,0.00364,0.383,-0.1284,0.1561,0.1742,-0.599,-0.11273,rectilinear_forward,depth_image_117652.jpg,1
0.007286,-0.3066,0.004562,-0.00493,0.0009003,0.276,-0.00924,0.02466,0.00756,-0.1346,straight,depth_image_240511.jpg,4
-0.1781,0.1234,0.6104,-0.1744,-0.667,0.11816,0.313,0.01091,0.2336,-0.1333,rectilinear_backward,depth_image_218128.jpg,0
-0.1255,0.4255,0.1163,0.4426,0.1956,-0.2119,-0.01119,-0.5547,-0.2191,-0.00943,straight,depth_image_57960.jpg,4
-0.223,0.1234,0.632,-0.1744,-0.652,0.11816,0.2705,0.01091,0.2773,-0.1333,rectilinear_backward,depth_image_217900.jpg,0
0.1063,0.558,-0.21,0.365,-0.1989,-0.3972,0.12213,-0.5405,0.2527,0.1588,sidewinding_right,depth_image_227118.jpg,3
0.06415,-0.21,0.272,-0.01208,0.05106,0.2279,-0.2328,-0.1477,-0.1584,-0.1299,sidewinding_left,depth_image_176600.jpg,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_239247.jpg,4
-0.007805,0.1262,0.006035,-0.00567,0.002548,-0.2544,0.004745,0.002396,0.01,0.2695,straight,depth_image_148105.jpg,4
-0.03412,-0.6055,-0.2607,-0.05597,-0.0809,0.581,0.225,0.3123,0.1802,-0.443,sidewinding_left,depth_image_57689.jpg,2
0.00631,-0.01522,0.01682,-0.00702,-0.2366,0.01025,0.05127,0.014366,0.009285,-0.01675,sidewinding_left,depth_image_235538.jpg,2
-0.007805,0.009605,-0.009605,0.009514,-0.00976,-0.06726,-0.0045,0.00628,-0.00261,0.0745,straight,depth_image_75310.jpg,4
-0.5815,0.1234,0.681,0.00364,-0.3616,-0.1284,-0.1807,0.1742,0.612,-0.11273,rectilinear_forward,depth_image_225557.jpg,1
0.2404,-0.2423,-0.04828,-0.6006,-0.2617,-0.02254,-0.06714,0.5903,0.232,0.283,sidewinding_left,depth_image_179100.jpg,2
0.07855,-0.2876,-0.00915,-0.417,-0.1346,0.05246,0.00482,0.4917,0.1415,0.003342,straight,depth_image_123239.jpg,4
-0.2566,-0.12164,-0.1074,0.557,0.2091,0.3674,0.1997,-0.395,-0.12103,-0.5415,sidewinding_left,depth_image_147473.jpg,2
0.6533,0.1234,-0.63,0.00364,0.2189,-0.1284,0.327,0.1742,-0.6714,-0.11273,rectilinear_forward,depth_image_19826.jpg,1
0.07056,0.00973,-0.00476,0.4272,-0.07745,0.003464,-0.002548,-0.3833,0.03384,-0.1675,straight,depth_image_102288.jpg,4
-0.2224,-0.3223,0.08563,-0.577,0.2603,0.0676,0.02913,0.607,-0.2473,0.2002,sidewinding_right,depth_image_68945.jpg,3
-0.1517,-0.4978,-0.2416,0.2355,0.04517,0.6016,0.2615,0.02994,0.0702,-0.5884,sidewinding_left,depth_image_176910.jpg,2
0.2161,0.3447,-0.0965,0.568,-0.2585,-0.0943,-0.01764,-0.6094,0.251,-0.1746,sidewinding_right,depth_image_177225.jpg,3
0.08,-0.00817,0.006767,0.4214,-0.0631,0.0405,-0.007805,-0.3237,-0.001633,-0.2622,straight,depth_image_109831.jpg,4
0.509,0.1234,-0.6973,0.00364,0.4565,-0.1284,0.0651,0.1742,-0.547,-0.11273,rectilinear_forward,depth_image_60976.jpg,1
-0.2421,0.2327,0.04385,0.602,0.2615,0.03302,0.0715,-0.588,-0.2299,-0.2922,sidewinding_left,depth_image_216578.jpg,2
-0.1725,0.4595,0.154,0.494,0.2405,-0.2416,-0.04794,-0.6006,-0.2617,-0.02339,sidewinding_left,depth_image_91460.jpg,2
0.0748,0.1416,0.2612,-0.02274,0.0404,-0.12366,-0.2434,-0.2433,-0.1478,0.2217,sidewinding_left,depth_image_176633.jpg,2
0.2341,0.2732,0.1658,-0.4727,-0.161,-0.4817,-0.2368,0.2603,0.05655,0.5967,sidewinding_left,depth_image_117066.jpg,2
0.1112,-0.5605,-0.2087,-0.3809,-0.1594,0.384,0.1223,0.5386,0.2568,-0.1553,sidewinding_left,depth_image_164995.jpg,2
-0.1488,0.5024,0.1774,0.4495,0.2269,-0.3044,-0.0772,-0.5835,-0.261,0.0469,sidewinding_left,depth_image_178840.jpg,2
0.6694,0.1234,-0.3208,0.00364,-0.2256,-0.1284,0.633,0.1742,-0.651,-0.11273,rectilinear_forward,depth_image_220556.jpg,1
-0.2273,-0.303,-0.1768,0.4504,0.1493,0.502,0.2427,-0.2291,-0.04227,-0.603,sidewinding_left,depth_image_94865.jpg,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_30068.jpg,4
-0.448,0.1234,-0.0764,0.00364,0.5537,-0.1284,-0.69,0.1742,0.4019,-0.11273,rectilinear_forward,depth_image_181413.jpg,1
0.001419,-0.2769,0.00383,-0.1494,-7.63e-05,0.0993,0.00493,0.3052,-0.002365,-0.000595,straight,depth_image_239211.jpg,4
0.03397,0.1234,-0.527,0.00364,0.6953,-0.1284,-0.4358,0.1742,-0.0919,-0.11273,rectilinear_forward,depth_image_192850.jpg,1
-0.00924,-0.1598,-0.00683,-0.03214,0.01058,0.003342,-0.00573,0.1877,0.00829,0.01006,straight,depth_image_239222.jpg,4
-0.03708,-0.6045,-0.261,-0.049,-0.07806,0.583,0.2266,0.3062,0.178,-0.448,sidewinding_left,depth_image_214871.jpg,2
-0.242,0.2336,-0.151,-0.499,0.1753,-0.4539,0.2284,0.2988,-0.0745,0.5854,sidewinding_right,depth_image_182690.jpg,3
0.02603,0.608,-0.2483,0.1934,-0.1356,-0.5225,0.1885,-0.4238,0.2188,0.3354,sidewinding_right,depth_image_41291.jpg,3
-0.1329,-0.4424,0.1301,-0.4475,0.2045,0.231,-0.02582,0.5635,-0.2297,0.01061,straight,depth_image_234608.jpg,4
0.254,0.148,0.11786,-0.5454,-0.202,-0.3887,-0.207,0.374,0.1107,0.5537,sidewinding_left,depth_image_140427.jpg,2
0.228,-0.3,0.1757,0.453,-0.1505,0.4998,-0.2421,-0.2324,0.04376,-0.602,sidewinding_right,depth_image_65206.jpg,3
0.6387,0.1234,-0.6455,0.00364,0.255,-0.1284,0.2925,0.1742,-0.66,-0.11273,rectilinear_forward,depth_image_34614.jpg,1
0.6865,0.1234,-0.5674,0.00364,0.0989,-0.1284,0.4304,0.1742,-0.695,-0.11273,rectilinear_forward,depth_image_79688.jpg,1
0.2964,0.1234,-0.6616,-0.1744,0.619,0.11816,-0.1958,0.01091,-0.3481,-0.1333,rectilinear_backward,depth_image_217501.jpg,0
0.2024,0.1174,0.2024,-0.1812,-0.2024,0.1174,0.2024,0.01066,-0.2024,-0.1387,rectilinear_backward,depth_image_7996.jpg,0
-0.2554,0.12067,0.2505,0.006645,-0.1681,-0.1284,-0.2434,0.1807,0.2372,-0.11957,rectilinear_forward,depth_image_119028.jpg,1
0.2465,-0.2062,0.1405,0.5156,-0.1844,0.4336,-0.2219,-0.3242,0.08655,-0.5767,sidewinding_right,depth_image_49161.jpg,3
-0.6816,0.1234,0.364,0.00364,0.1781,-0.1284,-0.6104,0.1742,0.667,-0.11273,rectilinear_forward,depth_image_79165.jpg,1
-0.5493,0.1234,0.06946,0.00364,0.4534,-0.1284,-0.697,0.1742,0.5117,-0.11273,rectilinear_forward,depth_image_85414.jpg,1
-0.1375,0.2366,0.000351,0.4912,0.1753,-0.003708,0.007805,-0.521,-0.1624,-0.1152,straight,depth_image_7927.jpg,4
0.02393,0.1608,0.1506,-0.00579,-0.000717,-0.2515,-0.1437,-0.006035,-0.007683,0.226,straight,depth_image_210918.jpg,4
-0.006218,0.005478,0.004807,0.2472,0.001053,0.1405,-0.004074,-0.06433,0.00967,-0.29,straight,depth_image_81615.jpg,4
0.0698,0.4873,-0.0761,0.302,-0.2925,-0.4492,0.2593,-0.188,0.1556,0.2281,sidewinding_right,depth_image_129589.jpg,3
-0.4949,0.1234,0.6978,0.00364,-0.4714,-0.1284,-0.04526,0.1742,0.534,-0.11273,rectilinear_forward,depth_image_237819.jpg,1
0.2964,0.1234,-0.6616,-0.1744,0.619,0.11816,-0.1958,0.01091,-0.3481,-0.1333,rectilinear_backward,depth_image_214644.jpg,0
-0.2322,0.2825,-0.1693,-0.466,0.1575,-0.488,0.2388,0.2507,-0.05215,0.5986,sidewinding_right,depth_image_65287.jpg,3
0.128,-0.5347,0.2556,0.1705,-0.02132,0.556,-0.2556,0.0853,-0.0853,-0.556,sidewinding_right,depth_image_16616.jpg,3
0.1505,0.00793,0.2423,0.2148,-0.0437,-0.11,-0.2615,0.05182,-0.07166,0.0949,sidewinding_right,depth_image_245879.jpg,3
-0.697,0.1234,0.5137,-0.1744,-0.014015,0.11816,-0.4941,0.01091,0.6978,-0.1333,rectilinear_backward,depth_image_218380.jpg,0
0.5713,0.1234,-0.685,0.00364,0.3772,-0.1284,0.163,0.1742,-0.6025,-0.11273,rectilinear_forward,depth_image_212520.jpg,1
0.00438,0.1531,0.003036,0.00805,-0.00907,-0.224,0.002365,-0.0001068,-0.00511,0.1771,straight,depth_image_83768.jpg,4
-0.02817,0.6074,-0.26,0.0698,-0.08655,-0.5767,0.2219,-0.3242,0.1844,0.4336,sidewinding_right,depth_image_246037.jpg,3
0.5654,0.1234,-0.0962,0.00364,-0.4324,-0.1284,0.695,0.1742,-0.53,-0.11273,rectilinear_forward,depth_image_52830.jpg,1
0.0089,0.2578,0.00261,0.2006,-0.00261,-0.06216,0.004013,-0.3354,0.01608,-0.002884,straight,depth_image_80676.jpg,4
-0.2502,-0.1797,0.0199,-0.609,0.259,-0.08905,0.09436,0.57,-0.2174,0.3406,sidewinding_right,depth_image_31754.jpg,3
0.2214,0.1234,-0.6313,0.00364,0.6523,-0.1284,-0.272,0.1742,-0.276,-0.11273,rectilinear_forward,depth_image_114895.jpg,1
-0.03665,0.1234,-0.4778,-0.1744,0.698,0.11816,-0.4888,0.01091,-0.02156,-0.1333,rectilinear_backward,depth_image_214635.jpg,0
-0.448,0.1234,-0.0764,0.00364,0.5537,-0.1284,-0.69,0.1742,0.4019,-0.11273,rectilinear_forward,depth_image_40389.jpg,1
0.6104,0.1234,-0.1781,0.00364,-0.364,-0.1284,0.6816,0.1742,-0.58,-0.11273,rectilinear_forward,depth_image_124733.jpg,1
0.427,0.1234,0.10315,0.00364,-0.57,-0.1284,0.6855,0.1742,-0.3794,-0.11273,rectilinear_forward,depth_image_44789.jpg,1
-0.6826,0.1234,0.3662,-0.1744,0.1754,0.11816,-0.609,0.01091,0.668,-0.1333,rectilinear_backward,depth_image_8075.jpg,0
0.010826,0.11725,0.2878,-0.2238,0.01061,0.01061,-0.3953,0.2238,0.4167,0.2025,rectilinear_backward,depth_image_217061.jpg,0
0.272,0.1234,-0.6523,0.00364,0.6313,-0.1284,-0.2214,0.1742,-0.3245,-0.11273,rectilinear_forward,depth_image_3677.jpg,1
0.3713,0.1234,0.1697,0.00364,-0.6064,-0.1284,0.6694,0.1742,-0.3208,-0.11273,rectilinear_forward,depth_image_121277.jpg,1
0.0939,-0.5703,0.259,0.0878,0.02045,0.609,-0.25,0.1809,-0.1307,-0.5293,sidewinding_right,depth_image_75620.jpg,3
0.621,0.1234,-0.66,-0.1744,0.2925,0.11816,0.255,0.01091,-0.6455,-0.1333,rectilinear_backward,depth_image_214656.jpg,0
-0.684,0.1234,0.5747,0.00364,-0.11163,-0.1284,-0.4202,0.1742,0.6934,-0.11273,rectilinear_forward,depth_image_195261.jpg,1
-0.0009613,-0.3618,0.00915,-0.1102,-0.00756,0.2196,0.008415,0.3003,-0.03348,0.006096,straight,depth_image_184984.jpg,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_16771.jpg,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_183895.jpg,4
0.04218,-0.1381,-0.009605,-0.396,-0.0794,-0.01043,0.001358,0.4238,0.0659,0.02246,straight,depth_image_211949.jpg,4
-0.2438,-0.1112,0.3022,0.2378,-0.457,0.10626,0.2072,-0.0602,-0.1032,-0.3477,sidewinding_left,depth_image_21144.jpg,2
-0.383,0.1234,0.6865,0.00364,-0.5674,-0.1284,0.0989,0.1742,0.4304,-0.11273,rectilinear_forward,depth_image_93460.jpg,1
-0.03412,-0.6055,-0.2607,-0.05597,-0.0809,0.581,0.225,0.3123,0.1802,-0.443,sidewinding_left,depth_image_98695.jpg,2
-0.02695,0.1234,-0.4849,0.00364,0.698,-0.1284,-0.4817,0.1742,-0.03125,-0.11273,rectilinear_forward,depth_image_228642.jpg,1
0.2302,0.2908,-0.07074,0.588,-0.2615,-0.0313,-0.0446,-0.602,0.2418,-0.2343,sidewinding_right,depth_image_69272.jpg,3
0.6973,0.1234,-0.5107,-0.1744,0.009705,0.11816,0.497,0.01091,-0.6978,-0.1333,rectilinear_backward,depth_image_218552.jpg,0
0.10077,-0.2213,0.002243,-0.4521,-0.1422,-0.00854,-0.00996,0.4907,0.1332,0.0641,straight,depth_image_147709.jpg,4
0.00973,0.09143,-0.007072,0.293,0.00854,0.006767,6.866e-05,-0.3418,0.00793,0.001175,straight,depth_image_246417.jpg,4
0.00924,0.07056,0.002243,0.0919,0.006218,-0.0064,-0.000931,-0.2018,-0.0045,-0.002266,straight,depth_image_182776.jpg,4
0.002993,-0.611,-0.2546,-0.1416,-0.11536,0.5483,0.2037,0.3835,0.2052,-0.3792,sidewinding_left,depth_image_202242.jpg,2
0.3384,0.1234,-0.675,-0.1744,0.596,0.11816,-0.1503,0.01091,-0.388,-0.1333,rectilinear_backward,depth_image_214416.jpg,0
0.674,0.1234,-0.598,-0.1744,0.1545,0.11816,0.3843,0.01091,-0.6865,-0.1333,rectilinear_backward,depth_image_217746.jpg,0
0.427,0.1234,-0.6943,-0.1744,0.534,0.11816,-0.04526,0.01091,-0.4714,-0.1333,rectilinear_backward,depth_image_218078.jpg,0
0.08124,-0.000931,0.005898,0.438,-0.08813,-0.007195,0.00811,-0.394,0.0445,-0.1781,straight,depth_image_102287.jpg,4
-0.00924,-0.0319,-0.00683,0.01049,0.01058,0.003342,-0.00573,0.0599,0.00829,0.01006,straight,depth_image_239234.jpg,4
0.6924,0.1234,-0.544,0.00364,0.06085,-0.1284,0.4597,0.1742,-0.6973,-0.11273,rectilinear_forward,depth_image_132718.jpg,1
-0.248,0.1953,0.02692,0.6074,0.26,0.07275,0.08777,-0.5757,-0.2212,-0.3267,sidewinding_left,depth_image_178693.jpg,2
-0.4019,0.1234,-0.1339,-0.1744,0.5874,0.11816,-0.679,0.01091,0.3528,-0.1333,rectilinear_backward,depth_image_214281.jpg,0
-0.2467,-0.2175,0.0353,-0.5957,0.2703,-0.06433,0.0812,0.5815,-0.1295,0.3137,sidewinding_right,depth_image_244467.jpg,3
